05-02-2010,FALSE
12-02-2010,TRUE
19-02-2010,FALSE
26-02-2010,FALSE
05-03-2010,FALSE
12-03-2010,FALSE
19-03-2010,FALSE
26-03-2010,FALSE
02-04-2010,FALSE
09-04-2010,FALSE
16-04-2010,FALSE
23-04-2010,FALSE
30-04-2010,FALSE
07-05-2010,FALSE
14-05-2010,FALSE
21-05-2010,FALSE
28-05-2010,FALSE
04-06-2010,FALSE
11-06-2010,FALSE
18-06-2010,FALSE
25-06-2010,FALSE
02-07-2010,FALSE
09-07-2010,FALSE
16-07-2010,FALSE
23-07-2010,FALSE
30-07-2010,FALSE
06-08-2010,FALSE
13-08-2010,FALSE
20-08-2010,FALSE
27-08-2010,FALSE
03-09-2010,FALSE
10-09-2010,TRUE
17-09-2010,FALSE
24-09-2010,FALSE
01-10-2010,FALSE
08-10-2010,FALSE
15-10-2010,FALSE
22-10-2010,FALSE
29-10-2010,FALSE
05-11-2010,FALSE
12-11-2010,FALSE
19-11-2010,FALSE
26-11-2010,TRUE
03-12-2010,FALSE
10-12-2010,FALSE
17-12-2010,FALSE
24-12-2010,FALSE
31-12-2010,TRUE
07-01-2011,FALSE
14-01-2011,FALSE
21-01-2011,FALSE
28-01-2011,FALSE
04-02-2011,FALSE
11-02-2011,TRUE
18-02-2011,FALSE
25-02-2011,FALSE
04-03-2011,FALSE
11-03-2011,FALSE
18-03-2011,FALSE
25-03-2011,FALSE
01-04-2011,FALSE
08-04-2011,FALSE
15-04-2011,FALSE
22-04-2011,FALSE
29-04-2011,FALSE
06-05-2011,FALSE
13-05-2011,FALSE
20-05-2011,FALSE
27-05-2011,FALSE
03-06-2011,FALSE
10-06-2011,FALSE
17-06-2011,FALSE
24-06-2011,FALSE
01-07-2011,FALSE
08-07-2011,FALSE
15-07-2011,FALSE
22-07-2011,FALSE
29-07-2011,FALSE
05-08-2011,FALSE
12-08-2011,FALSE
19-08-2011,FALSE
26-08-2011,FALSE
02-09-2011,FALSE
09-09-2011,TRUE
16-09-2011,FALSE
23-09-2011,FALSE
30-09-2011,FALSE
07-10-2011,FALSE
14-10-2011,FALSE
21-10-2011,FALSE
28-10-2011,FALSE
04-11-2011,FALSE
11-11-2011,FALSE
18-11-2011,FALSE
25-11-2011,TRUE
02-12-2011,FALSE
09-12-2011,FALSE
16-12-2011,FALSE
23-12-2011,FALSE
30-12-2011,TRUE
06-01-2012,FALSE
13-01-2012,FALSE
20-01-2012,FALSE
27-01-2012,FALSE
03-02-2012,FALSE
10-02-2012,TRUE
17-02-2012,FALSE
24-02-2012,FALSE
02-03-2012,FALSE
09-03-2012,FALSE
16-03-2012,FALSE
23-03-2012,FALSE
30-03-2012,FALSE
06-04-2012,FALSE
13-04-2012,FALSE
20-04-2012,FALSE
27-04-2012,FALSE
04-05-2012,FALSE
11-05-2012,FALSE
18-05-2012,FALSE
25-05-2012,FALSE
01-06-2012,FALSE
08-06-2012,FALSE
15-06-2012,FALSE
22-06-2012,FALSE
29-06-2012,FALSE
06-07-2012,FALSE
13-07-2012,FALSE
20-07-2012,FALSE
27-07-2012,FALSE
03-08-2012,FALSE
10-08-2012,FALSE
17-08-2012,FALSE
24-08-2012,FALSE
31-08-2012,FALSE
07-09-2012,TRUE
14-09-2012,FALSE
21-09-2012,FALSE
28-09-2012,FALSE
05-10-2012,FALSE
12-10-2012,FALSE
19-10-2012,FALSE
26-10-2012,FALSE
